type,organism,conservation_score
Non-essential,S. pombe,0.5955455
Non-essential,S. pombe,0.590203
Non-essential,S. pombe,0.480828
Non-essential,S. pombe,0.7063345
Non-essential,S. pombe,0.466697
Non-essential,S. pombe,0.6181325
Non-essential,S. pombe,0.549566
Non-essential,S. pombe,0.542749
Non-essential,S. pombe,0.3709945
Non-essential,S. pombe,0.542964
Non-essential,S. pombe,0.4643755
Non-essential,S. pombe,0.571793
Non-essential,S. pombe,0.579501
Non-essential,S. pombe,0.369281
Non-essential,S. pombe,0.6504465
Non-essential,S. pombe,0.6504465
Non-essential,S. pombe,0.695342
Non-essential,S. pombe,0.605746
Non-essential,S. pombe,0.550476
Non-essential,S. pombe,0.510589
Non-essential,S. pombe,0.49078
Non-essential,S. pombe,0.585077
Non-essential,S. pombe,0.478072
Non-essential,S. pombe,0.58267
Non-essential,S. pombe,0.460712
Non-essential,S. pombe,0.471742
Non-essential,S. pombe,0.615772
Non-essential,S. pombe,0.608255
Non-essential,S. pombe,0.6456775
Non-essential,S. pombe,0.5102635
Non-essential,S. pombe,0.5102635
Non-essential,S. pombe,0.608547
Non-essential,S. pombe,0.617122
Non-essential,S. pombe,0.642304
Non-essential,S. pombe,0.696818
Non-essential,S. pombe,0.574688
Non-essential,S. pombe,0.5753315
Non-essential,S. pombe,0.785297
Non-essential,S. pombe,0.736658
Non-essential,S. pombe,0.543489
Non-essential,S. pombe,0.502082
Non-essential,S. pombe,0.6170655
Non-essential,S. pombe,0.664497
Non-essential,S. pombe,0.481917
Non-essential,S. pombe,0.508249
Non-essential,S. pombe,0.552124
Non-essential,S. pombe,0.376282
Non-essential,S. pombe,0.425045
Non-essential,S. pombe,0.481212
Non-essential,S. pombe,0.760707
Non-essential,S. pombe,0.647392
Non-essential,S. pombe,0.60508
Non-essential,S. pombe,0.638917
Non-essential,S. pombe,0.638917
Non-essential,S. pombe,0.5666275
Non-essential,S. pombe,0.751757
Non-essential,S. pombe,0.398943
Non-essential,S. pombe,0.534531
Non-essential,S. pombe,0.546956
Non-essential,S. pombe,0.487805
Non-essential,S. pombe,0.487262
Non-essential,S. pombe,0.790218
Non-essential,S. pombe,0.443846
Non-essential,S. pombe,0.606117
Non-essential,S. pombe,0.503473
Non-essential,S. pombe,0.66562
Non-essential,S. pombe,0.402464
Non-essential,S. pombe,0.551771
Non-essential,S. pombe,0.647853
Non-essential,S. pombe,0.621124
Non-essential,S. pombe,0.518104
Non-essential,S. pombe,0.5664685
Non-essential,S. pombe,0.645278
Non-essential,S. pombe,0.5728375
Non-essential,S. pombe,0.498113
Non-essential,S. pombe,0.5017005
Non-essential,S. pombe,0.423804
Non-essential,S. pombe,0.679633
Non-essential,S. pombe,0.555942
Non-essential,S. pombe,0.470186
Non-essential,S. pombe,0.662952
Non-essential,S. pombe,0.4823285
Non-essential,S. pombe,0.4823285
Non-essential,S. pombe,0.4823285
Non-essential,S. pombe,0.569662
Non-essential,S. pombe,0.4591
Non-essential,S. pombe,0.4560025
Non-essential,S. pombe,0.597269
Non-essential,S. pombe,0.637463
Non-essential,S. pombe,0.513516
Non-essential,S. pombe,0.517937
Non-essential,S. pombe,0.530116
Non-essential,S. pombe,0.485642
Non-essential,S. pombe,0.52564
Non-essential,S. pombe,0.471144
Non-essential,S. pombe,0.444831
Non-essential,S. pombe,0.522099
Non-essential,S. pombe,0.4589255
Non-essential,S. pombe,0.7616695
Non-essential,S. pombe,0.6422645
Non-essential,S. pombe,0.408982
Non-essential,S. pombe,0.463957
Non-essential,S. pombe,0.5713085
Non-essential,S. pombe,0.576083
Non-essential,S. pombe,0.464838
Non-essential,S. pombe,0.7195055
Non-essential,S. pombe,0.664497
Non-essential,S. pombe,0.7080725
Non-essential,S. pombe,0.512995
Non-essential,S. pombe,0.5643215
Non-essential,S. pombe,0.595105
Non-essential,S. pombe,0.483874
Non-essential,S. pombe,0.52355
Non-essential,S. pombe,0.6951635
Non-essential,S. pombe,0.4995145
Non-essential,S. pombe,0.638917
Non-essential,S. pombe,0.551771
Non-essential,S. pombe,0.58761
Non-essential,S. pombe,0.483874
Non-essential,S. pombe,0.626394
Non-essential,S. pombe,0.597194
Non-essential,S. pombe,0.605041
Non-essential,S. pombe,0.417823
Non-essential,S. pombe,0.644913
Non-essential,S. pombe,0.547157
Non-essential,S. pombe,0.615687
Non-essential,S. pombe,0.4856715
Non-essential,S. pombe,0.6638855
Non-essential,S. pombe,0.592035
Non-essential,S. pombe,0.531826
Non-essential,S. pombe,0.681258
Non-essential,S. pombe,0.36651
Non-essential,S. pombe,0.7827055
Non-essential,S. pombe,0.765832
Non-essential,S. pombe,0.606667
Non-essential,S. pombe,0.647385
Non-essential,S. pombe,0.368257
Non-essential,S. pombe,0.378491
Non-essential,S. pombe,0.4606025
Non-essential,S. pombe,0.730665
Non-essential,S. pombe,0.645757
Non-essential,S. pombe,0.60406
Non-essential,S. pombe,0.656397
Non-essential,S. pombe,0.541112
Non-essential,S. pombe,0.4589255
Non-essential,S. pombe,0.4398165
Non-essential,S. pombe,0.455543
Non-essential,S. pombe,0.752596
Non-essential,S. pombe,0.69543
Non-essential,S. pombe,0.503356
Non-essential,S. pombe,0.6869545
Non-essential,S. pombe,0.669586
Non-essential,S. pombe,0.6532155
Non-essential,S. pombe,0.613536
Non-essential,S. pombe,0.6047575
Non-essential,S. pombe,0.641625
Non-essential,S. pombe,0.589208
Non-essential,S. pombe,0.614356
Non-essential,S. pombe,0.487529
Non-essential,S. pombe,0.6190675
Non-essential,S. pombe,0.4556285
Non-essential,S. pombe,0.62029
Non-essential,S. pombe,0.361763
Non-essential,S. pombe,0.494563
Non-essential,S. pombe,0.5249055
Non-essential,S. pombe,0.4653445
Non-essential,S. pombe,0.638247
Non-essential,S. pombe,0.525868
Non-essential,S. pombe,0.570379
Non-essential,S. pombe,0.5102635
Non-essential,S. pombe,0.587325
Non-essential,S. pombe,0.422456
Non-essential,S. pombe,0.662768
Non-essential,S. pombe,0.39924
Non-essential,S. pombe,0.650464
Non-essential,S. pombe,0.534244
Non-essential,S. pombe,0.522164
Non-essential,S. pombe,0.6885965
Non-essential,S. pombe,0.7606675
Non-essential,S. pombe,0.681315
Non-essential,S. pombe,0.672776
Non-essential,S. pombe,0.485299
Non-essential,S. pombe,0.54536
Essential,C. albicans,0.4531875
Essential,C. albicans,0.5042335
Essential,C. albicans,0.618451
Essential,C. albicans,0.6430365
Essential,C. albicans,0.5485725
Essential,C. albicans,0.501492
Essential,C. albicans,0.699894
Essential,C. albicans,0.787722
Essential,C. albicans,0.7650405
Essential,C. albicans,0.576662
Essential,C. albicans,0.628453
Essential,C. albicans,0.659544
Essential,C. albicans,0.76924
Essential,C. albicans,0.762829
Essential,C. albicans,0.731864
Essential,C. albicans,0.7350085
Essential,C. albicans,0.734847
Essential,C. albicans,0.447375
Essential,C. albicans,0.695675
Essential,C. albicans,0.4355875
Essential,C. albicans,0.7591655
Essential,C. albicans,0.6024695
Essential,C. albicans,0.719785
Essential,C. albicans,0.730989
Essential,C. albicans,0.723548
Essential,C. albicans,0.765766
Essential,C. albicans,0.765724
Essential,C. albicans,0.4935905
Essential,C. albicans,0.5056215
Essential,C. albicans,0.527463
Essential,C. albicans,0.8157325
Essential,C. albicans,0.577639
Essential,C. albicans,0.775492
Essential,C. albicans,0.584266
Essential,C. albicans,0.505011
Essential,C. albicans,0.6601315
Essential,C. albicans,0.574126
Essential,C. albicans,0.719087
Essential,C. albicans,0.457449
Essential,C. albicans,0.794116
Essential,C. albicans,0.676522
Essential,C. albicans,0.456876
Essential,C. albicans,0.762469
Essential,C. albicans,0.643392
Essential,C. albicans,0.51376
Essential,C. albicans,0.730086
Essential,C. albicans,0.6985255
Essential,C. albicans,0.779403
Essential,C. albicans,0.7605435
Essential,C. albicans,0.442162
Essential,C. albicans,0.653722
Essential,C. albicans,0.602703
Essential,C. albicans,0.6293545
Essential,C. albicans,0.638429
Essential,C. albicans,0.714605
Essential,C. albicans,0.7233535
Essential,C. albicans,0.4734565
Essential,C. albicans,0.483561
Essential,C. albicans,0.441381
Essential,C. albicans,0.6524225
Essential,C. albicans,0.667848
Essential,C. albicans,0.7029555
Essential,C. albicans,0.70029
Essential,C. albicans,0.485879
Essential,C. albicans,0.626136
Essential,C. albicans,0.717782
Essential,C. albicans,0.396612
Essential,C. albicans,0.77246
Essential,C. albicans,0.7382985
Essential,C. albicans,0.64544
Essential,C. albicans,0.5784765
Essential,C. albicans,0.6373155
Essential,C. albicans,0.357426
Essential,C. albicans,0.419481
Essential,C. albicans,0.476552
Essential,C. albicans,0.645706
Essential,C. albicans,0.760707
Essential,C. albicans,0.4969365
Essential,C. albicans,0.605226
Essential,C. albicans,0.736154
Essential,C. albicans,0.697791
Essential,C. albicans,0.5236685
Essential,C. albicans,0.4813525
Essential,C. albicans,0.6212165
Essential,C. albicans,0.5393
Essential,C. albicans,0.682871
Essential,C. albicans,0.770655
Essential,C. albicans,0.666963
Essential,C. albicans,0.64613
Essential,C. albicans,0.6335525
Essential,C. albicans,0.5866625
Essential,C. albicans,0.560444
Essential,C. albicans,0.5617085
Essential,C. albicans,0.450804
Essential,C. albicans,0.465745
Essential,C. albicans,0.495691
Essential,C. albicans,0.7459705
Essential,C. albicans,0.533165
Essential,C. albicans,0.791672
Essential,C. albicans,0.601805
Essential,C. albicans,0.6379965
Essential,C. albicans,0.461393
Essential,C. albicans,0.581999
Essential,C. albicans,0.578257
Essential,C. albicans,0.739284
Essential,C. albicans,0.558185
Essential,C. albicans,0.670252
Essential,C. albicans,0.524245
Essential,C. albicans,0.5313645
Essential,C. albicans,0.6634375
Essential,C. albicans,0.534163
Essential,C. albicans,0.5792055
Essential,C. albicans,0.281087
Essential,C. albicans,0.568533
Essential,C. albicans,0.5451225
Essential,C. albicans,0.7194
Essential,C. albicans,0.531437
Essential,C. albicans,0.62443
Essential,C. albicans,0.754922
Essential,C. albicans,0.749261
Essential,C. albicans,0.708129
Essential,C. albicans,0.770124
Essential,C. albicans,0.621612
Essential,C. albicans,0.7821425
Essential,C. albicans,0.704827
Essential,C. albicans,0.7864355
Essential,C. albicans,0.369094
Essential,C. albicans,0.61406
Essential,C. albicans,0.696566
Essential,C. albicans,0.691433
Essential,C. albicans,0.687431
Essential,C. albicans,0.4702205
Essential,C. albicans,0.753904
Essential,C. albicans,0.66256
Essential,C. albicans,0.6203285
Essential,C. albicans,0.618354
Essential,C. albicans,0.565386
Essential,C. albicans,0.6860325
Essential,C. albicans,0.457415
Essential,C. albicans,0.7149475
Essential,C. albicans,0.738885
Essential,C. albicans,0.418801
Essential,C. albicans,0.3930745
Essential,C. albicans,0.479735
Essential,C. albicans,0.527361
Essential,C. albicans,0.422105
Essential,C. albicans,0.701461
Essential,C. albicans,0.77409
Essential,C. albicans,0.788043
Essential,C. albicans,0.7224725
Essential,C. albicans,0.539935
Essential,C. albicans,0.734537
Essential,C. albicans,0.7181085
Essential,C. albicans,0.784061
Essential,C. albicans,0.681661
Essential,C. albicans,0.693939
Essential,C. albicans,0.463826
Essential,C. albicans,0.649071
Essential,C. albicans,0.628024
Essential,C. albicans,0.688592
Essential,C. albicans,0.7257505
Essential,C. albicans,0.801234
Essential,C. albicans,0.5950275
Essential,C. albicans,0.75973
Essential,C. albicans,0.710625
Essential,C. albicans,0.7249785
Essential,C. albicans,0.651317
Essential,C. albicans,0.502338
Essential,C. albicans,0.48739
Essential,C. albicans,0.5469095
Essential,C. albicans,0.534244
Essential,C. albicans,0.676576
Essential,C. albicans,0.801136
Essential,C. albicans,0.5222585
Essential,C. albicans,0.690708
Essential,C. albicans,0.728169
Essential,C. albicans,0.609483
Essential,C. albicans,0.477143
Essential,C. albicans,0.488173
Essential,C. albicans,0.6401135
Essential,C. albicans,0.5735945
Essential,C. albicans,0.696094
Essential,C. albicans,0.723988
Essential,C. albicans,0.650805
Essential,C. albicans,0.630462
Essential,C. albicans,0.7171985
Essential,C. albicans,0.498775
Essential,C. albicans,0.6934765
Essential,C. albicans,0.381458
Essential,C. albicans,0.720267
Essential,C. albicans,0.700573
Essential,C. albicans,0.7102135
Essential,C. albicans,0.636703
Essential,C. albicans,0.635041
Essential,C. albicans,0.498654
Essential,C. albicans,0.666519
Essential,C. albicans,0.405785
Essential,C. albicans,0.706773
Essential,C. albicans,0.597216
Essential,C. albicans,0.7491645
Essential,C. albicans,0.61014
Essential,C. albicans,0.5770315
Essential,C. albicans,0.7711045
Essential,C. albicans,0.645679
Essential,C. albicans,0.5591005
Essential,C. albicans,0.6814075
Essential,C. albicans,0.647732
Essential,C. albicans,0.4043325
Essential,C. albicans,0.621523
Essential,C. albicans,0.420379
Essential,C. albicans,0.556867
Essential,C. albicans,0.656747
Essential,C. albicans,0.640133
Essential,C. albicans,0.597167
Essential,C. albicans,0.5494175
Essential,C. albicans,0.647161
Essential,C. albicans,0.743897
Essential,C. albicans,0.7227815
Essential,C. albicans,0.5985645
Essential,C. albicans,0.629285
Essential,C. albicans,0.715686
Essential,C. albicans,0.725658
Essential,C. albicans,0.397658
Essential,C. albicans,0.755211
Essential,C. albicans,0.474989
Essential,C. albicans,0.657108
Essential,C. albicans,0.7477095
Essential,C. albicans,0.530536
Essential,C. albicans,0.5656685
Essential,C. albicans,0.6859405
Essential,C. albicans,0.734979
Essential,C. albicans,0.629848
Essential,C. albicans,0.726441
Essential,C. albicans,0.498113
Essential,C. albicans,0.707136
Essential,C. albicans,0.745534
Essential,C. albicans,0.672228
Essential,C. albicans,0.729717
Essential,C. albicans,0.637537
Essential,C. albicans,0.38287
Essential,C. albicans,0.662122
Essential,C. albicans,0.5296
Essential,C. albicans,0.6507945
Essential,C. albicans,0.506135
Essential,C. albicans,0.603463
Essential,C. albicans,0.423455
Essential,C. albicans,0.404322
Essential,C. albicans,0.74651
Essential,C. albicans,0.586766
Essential,C. albicans,0.5617395
Essential,C. albicans,0.544121
Essential,C. albicans,0.518
Essential,C. albicans,0.5161405
Essential,C. albicans,0.704439
Essential,C. albicans,0.537758
Essential,C. albicans,0.721698
Essential,C. albicans,0.5286425
Essential,C. albicans,0.390312
Essential,C. albicans,0.464772
Essential,C. albicans,0.542551
Essential,C. albicans,0.421194
Essential,C. albicans,0.7509945
Essential,C. albicans,0.751905
Essential,C. albicans,0.561574
Essential,C. albicans,0.746707
Essential,C. albicans,0.602875
Essential,C. albicans,0.559892
Essential,C. albicans,0.44012
Essential,C. albicans,0.397801
Essential,C. albicans,0.592539
Essential,C. albicans,0.7641075
Essential,C. albicans,0.546956
Essential,C. albicans,0.580517
Essential,C. albicans,0.658668
Essential,C. albicans,0.750142
Essential,C. albicans,0.498113
Essential,C. albicans,0.644084
Essential,C. albicans,0.704272
Essential,C. albicans,0.720235
Essential,C. albicans,0.558213
Essential,C. albicans,0.665424
Essential,C. albicans,0.656311
Essential,C. albicans,0.554247
Essential,C. albicans,0.440034
Essential,C. albicans,0.716511
Essential,C. albicans,0.773347
Essential,C. albicans,0.800748
Essential,C. albicans,0.61982
Essential,C. albicans,0.57506
Essential,C. albicans,0.636778
Essential,C. albicans,0.6318955
Essential,C. albicans,0.690777
Essential,C. albicans,0.7536815
Essential,C. albicans,0.8074085
Essential,C. albicans,0.7817575
Essential,C. albicans,0.796453
Essential,C. albicans,0.7891
Essential,C. albicans,0.3165475
Essential,C. albicans,0.592879
Essential,C. albicans,0.5261665
Essential,C. albicans,0.517458
Essential,C. albicans,0.459012
Essential,C. albicans,0.5480435
Essential,C. albicans,0.497657
Essential,C. albicans,0.7139795
Essential,C. albicans,0.363735
Essential,C. albicans,0.772532
Essential,C. albicans,0.438956
Essential,C. albicans,0.521625
Essential,C. albicans,0.496879
Essential,C. albicans,0.760305
Essential,C. albicans,0.4336745
Essential,C. albicans,0.376226
Essential,C. albicans,0.421995
Essential,C. albicans,0.696869
Essential,C. albicans,0.5318095
Essential,C. albicans,0.520534
Essential,C. albicans,0.6713725
Essential,C. albicans,0.772952
Essential,C. albicans,0.7234135
Essential,C. albicans,0.709826
Essential,C. albicans,0.759148
Essential,C. albicans,0.641474
Essential,C. albicans,0.5756175
Essential,C. albicans,0.74184
Essential,C. albicans,0.377156
Essential,C. albicans,0.544987
Essential,C. albicans,0.758461
Essential,C. albicans,0.713029
Essential,C. albicans,0.657846
Essential,C. albicans,0.612826
Essential,C. albicans,0.481611
Essential,C. albicans,0.724655
Essential,C. albicans,0.534376
Essential,C. albicans,0.7511335
Essential,C. albicans,0.7616815
Essential,C. albicans,0.443397
Essential,C. albicans,0.765832
Essential,C. albicans,0.5951595
Essential,C. albicans,0.514476
Essential,C. albicans,0.621026
Essential,C. albicans,0.590289
Essential,C. albicans,0.674762
Essential,C. albicans,0.621195
Essential,C. albicans,0.639023
Essential,C. albicans,0.503739
Essential,C. albicans,0.539576
Essential,C. albicans,0.620745
Essential,C. albicans,0.761661
Essential,C. albicans,0.600971
Essential,C. albicans,0.765016
Essential,C. albicans,0.707922
Essential,C. albicans,0.576167
Essential,C. albicans,0.342883
Essential,C. albicans,0.559095
Essential,C. albicans,0.659246
Essential,C. albicans,0.3752725
Essential,C. albicans,0.7273035
Essential,C. albicans,0.515144
Essential,C. albicans,0.697807
Essential,C. albicans,0.674032
Essential,C. albicans,0.560108
Essential,C. albicans,0.6409915
Essential,C. albicans,0.643428
Essential,C. albicans,0.465341
Essential,C. albicans,0.454677
Essential,C. albicans,0.575029
Essential,C. albicans,0.696767
Essential,C. albicans,0.654265
Essential,C. albicans,0.479147
Essential,C. albicans,0.526922
Essential,C. albicans,0.6524025
Essential,C. albicans,0.7063345
Essential,C. albicans,0.5918865
Essential,C. albicans,0.717883
Essential,C. albicans,0.579661
Essential,C. albicans,0.514919
Essential,C. albicans,0.4298515
Essential,C. albicans,0.449798
Essential,C. albicans,0.430165
Essential,C. albicans,0.723954
Essential,C. albicans,0.498775
Essential,C. albicans,0.768783
Essential,C. albicans,0.7227425
Essential,C. albicans,0.6569715
Essential,C. albicans,0.62064
Essential,C. albicans,0.3290285
Essential,C. albicans,0.507932
Essential,C. albicans,0.6938895
Essential,C. albicans,0.6050965
Essential,C. albicans,0.559304
Essential,C. albicans,0.708399
Essential,C. albicans,0.481596
Essential,C. albicans,0.671359
Essential,C. albicans,0.601239
Essential,C. albicans,0.737468
Essential,C. albicans,0.702787
Essential,C. albicans,0.695204
Essential,C. albicans,0.714555
Essential,C. albicans,0.7492495
Essential,C. albicans,0.64675
Essential,C. albicans,0.683963
Essential,C. albicans,0.726142
Essential,C. albicans,0.726185
Essential,C. albicans,0.679178
Essential,C. albicans,0.571653
Essential,C. albicans,0.626136
Essential,C. albicans,0.5782915
Essential,C. albicans,0.739886
Essential,C. albicans,0.3489815
Essential,C. albicans,0.640939
Essential,C. albicans,0.70395
Essential,C. albicans,0.449768
Essential,C. albicans,0.6562455
Essential,C. albicans,0.5468605
Essential,C. albicans,0.717735
Essential,C. albicans,0.562907
Essential,C. albicans,0.560622
Essential,C. albicans,0.717611
Essential,C. albicans,0.549717
Essential,C. albicans,0.679606
Essential,C. albicans,0.505514
Essential,C. albicans,0.504282
Essential,C. albicans,0.354442
Essential,C. albicans,0.4394545
Essential,C. albicans,0.426529
Essential,C. albicans,0.388754
Essential,C. albicans,0.674081
Essential,C. albicans,0.609779
Essential,C. albicans,0.5765055
Essential,C. albicans,0.5991425
Essential,C. albicans,0.572006
Essential,C. albicans,0.611905
Essential,C. albicans,0.6039605
Essential,C. albicans,0.623429
Essential,C. albicans,0.52554
Essential,C. albicans,0.582147
Essential,C. albicans,0.602566
Essential,C. albicans,0.675522
Essential,C. albicans,0.507982
Essential,C. albicans,0.583408
Essential,C. albicans,0.595247
Essential,C. albicans,0.605746
Essential,C. albicans,0.418146
Essential,C. albicans,0.494945
Essential,C. albicans,0.5258
Essential,C. albicans,0.7309375
Essential,C. albicans,0.6830735
Essential,C. albicans,0.519795
Essential,C. albicans,0.768334
Essential,C. albicans,0.7008245
Essential,C. albicans,0.633226
Essential,C. albicans,0.403806
Essential,C. albicans,0.736483
Essential,C. albicans,0.740038
Essential,C. albicans,0.4822055
Essential,C. albicans,0.400251
Essential,C. albicans,0.600056
Essential,C. albicans,0.713515
Essential,C. albicans,0.6529125
Essential,C. albicans,0.286756
Essential,C. albicans,0.369222
Essential,C. albicans,0.376472
Essential,C. albicans,0.602937
Essential,C. albicans,0.407574
Essential,C. albicans,0.48247
Essential,C. albicans,0.38076
Essential,C. albicans,0.360424
Essential,C. albicans,0.433099
Essential,C. albicans,0.639101
Essential,C. albicans,0.618342
Essential,C. albicans,0.6041215
Essential,C. albicans,0.6457305
Essential,C. albicans,0.7608755
Essential,C. albicans,0.429801
Essential,C. albicans,0.420123
Essential,C. albicans,0.524436
Essential,C. albicans,0.551457
Essential,C. albicans,0.481006
Essential,C. albicans,0.7385675
Essential,C. albicans,0.618237
Essential,C. albicans,0.675897
Essential,C. albicans,0.606432
Essential,C. albicans,0.5624385
Essential,C. albicans,0.559892
Essential,C. albicans,0.559892
Essential,C. albicans,0.599785
Essential,C. albicans,0.423636
Essential,C. albicans,0.5408915
Essential,C. albicans,0.465745
Essential,C. albicans,0.631266
Essential,C. albicans,0.457641
Essential,C. albicans,0.5667
Essential,C. albicans,0.704272
Essential,C. albicans,0.593225
Essential,C. albicans,0.382017
Essential,C. albicans,0.626817
Essential,C. albicans,0.660511
Essential,C. albicans,0.723916
Essential,C. albicans,0.6536675
Essential,C. albicans,0.533276
Essential,C. albicans,0.418972
Essential,C. albicans,0.496979
Essential,C. albicans,0.67882
Essential,C. albicans,0.5637445
Essential,C. albicans,0.7911
Essential,C. albicans,0.668984
Essential,C. albicans,0.6591615
Essential,C. albicans,0.6586415
Essential,C. albicans,0.419868
Essential,C. albicans,0.482613
Essential,C. albicans,0.7625075
Essential,C. albicans,0.578198
Essential,C. albicans,0.643392
Essential,C. albicans,0.486436
Essential,C. albicans,0.8045385
Essential,C. albicans,0.680301
Essential,C. albicans,0.505351
Essential,C. albicans,0.5937185
Essential,C. albicans,0.510262
Essential,C. albicans,0.601676
Essential,C. albicans,0.604954
Essential,C. albicans,0.660244
Essential,C. albicans,0.7200195
Essential,C. albicans,0.522746
Essential,C. albicans,0.768194
Essential,C. albicans,0.788618
Essential,C. albicans,0.650259
Essential,C. albicans,0.595853
Essential,C. albicans,0.532038
Essential,C. albicans,0.554906
Essential,C. albicans,0.3461055
Essential,C. albicans,0.460588
Essential,C. albicans,0.600008
Essential,C. albicans,0.7337355
Essential,C. albicans,0.566034
Essential,C. albicans,0.596336
Essential,C. albicans,0.515952
Essential,C. albicans,0.356164
Essential,C. albicans,0.6203105
Essential,C. albicans,0.4161355
Essential,C. albicans,0.5923055
Essential,C. albicans,0.6169535
Essential,C. albicans,0.655684
Essential,C. albicans,0.6244445
Essential,C. albicans,0.716635
Essential,C. albicans,0.746051
Essential,C. albicans,0.532341
Essential,C. albicans,0.502671
Essential,C. albicans,0.4959675
Essential,C. albicans,0.3248795
Essential,C. albicans,0.3805875
Essential,C. albicans,0.5209325
Essential,C. albicans,0.610443
Essential,C. albicans,0.564162
Essential,C. albicans,0.577388
Essential,C. albicans,0.663745
Essential,C. albicans,0.661574
Essential,C. albicans,0.742546
Essential,C. albicans,0.783733
Essential,C. albicans,0.579121
Essential,C. albicans,0.761895
Essential,C. albicans,0.506645
Essential,C. albicans,0.698684
Essential,C. albicans,0.565177
Essential,C. albicans,0.58976
Essential,C. albicans,0.7195575
Essential,C. albicans,0.4161665
Essential,C. albicans,0.612904
Essential,C. albicans,0.585108
Essential,C. albicans,0.660728
Essential,C. albicans,0.743436
Essential,C. albicans,0.300107
Essential,C. albicans,0.56562
Essential,C. albicans,0.533004
Essential,C. albicans,0.507268
Essential,C. albicans,0.5164725
Essential,C. albicans,0.6083315
Essential,C. albicans,0.3989055
Essential,C. albicans,0.700373
Essential,C. albicans,0.407089
Essential,C. albicans,0.727899
Essential,C. albicans,0.6370075
Essential,C. albicans,0.4436505
Essential,C. albicans,0.441351
Essential,C. albicans,0.677909
Essential,C. albicans,0.792683
Essential,C. albicans,0.701605
Essential,C. albicans,0.603288
Essential,C. albicans,0.464273
Essential,C. albicans,0.55313
Essential,C. albicans,0.679115
Essential,C. albicans,0.686299
Essential,C. albicans,0.497216
Essential,C. albicans,0.374688
Essential,C. albicans,0.619935
Essential,C. albicans,0.564116
Essential,C. albicans,0.567598
Essential,C. albicans,0.646081
Essential,C. albicans,0.368179
Essential,C. albicans,0.693299
Essential,C. albicans,0.4682455
Essential,C. albicans,0.486091
Essential,C. albicans,0.775561
Essential,C. albicans,0.594812
Essential,C. albicans,0.624528
Essential,C. albicans,0.4385145
Essential,C. albicans,0.674454
Essential,C. albicans,0.567463
Essential,C. albicans,0.6654325
Essential,C. albicans,0.691899
Essential,C. albicans,0.6550535
Essential,C. albicans,0.4391
Essential,C. albicans,0.417504
Essential,C. albicans,0.666498
Essential,C. albicans,0.6669495
Essential,C. albicans,0.656257
Essential,C. albicans,0.4775605
Essential,C. albicans,0.4974715
Essential,C. albicans,0.709498
Essential,C. albicans,0.715349
Essential,C. albicans,0.771959
Essential,C. albicans,0.756855
Essential,C. albicans,0.5962455
Essential,C. albicans,0.5168035
Non-essential,C. albicans,0.4589255
Non-essential,C. albicans,0.4960635
Non-essential,C. albicans,0.467628
Non-essential,C. albicans,0.5663305
Non-essential,C. albicans,0.493317
Non-essential,C. albicans,0.498681
Non-essential,C. albicans,0.7066045
Non-essential,C. albicans,0.618108
Non-essential,C. albicans,0.6159135
Non-essential,C. albicans,0.548087
Non-essential,C. albicans,0.758767
Non-essential,C. albicans,0.653617
Non-essential,C. albicans,0.445766
Non-essential,C. albicans,0.4440525
Non-essential,C. albicans,0.483162
Non-essential,C. albicans,0.537753
Non-essential,C. albicans,0.5191695
Non-essential,C. albicans,0.710135
Non-essential,C. albicans,0.601805
Non-essential,C. albicans,0.452288
Non-essential,C. albicans,0.396388
Non-essential,C. albicans,0.468562
Non-essential,C. albicans,0.4027745
Non-essential,C. albicans,0.583863
Non-essential,C. albicans,0.5864965
Non-essential,C. albicans,0.402688
Non-essential,C. albicans,0.446693
Non-essential,C. albicans,0.484516
Non-essential,C. albicans,0.390961
Non-essential,C. albicans,0.53324
Non-essential,C. albicans,0.595965
Non-essential,C. albicans,0.5531435
Non-essential,C. albicans,0.502047
Non-essential,C. albicans,0.698102
Non-essential,C. albicans,0.68335
Non-essential,C. albicans,0.8195825
Non-essential,C. albicans,0.559745
Non-essential,C. albicans,0.5171745
Non-essential,C. albicans,0.5353325
Non-essential,C. albicans,0.612138
Non-essential,C. albicans,0.713462
Non-essential,C. albicans,0.6722585
Non-essential,C. albicans,0.536546
Non-essential,C. albicans,0.6319095
Non-essential,C. albicans,0.681258
Non-essential,C. albicans,0.633313
Non-essential,C. albicans,0.597445
Non-essential,C. albicans,0.514341
Non-essential,C. albicans,0.423874
Non-essential,C. albicans,0.682645
Non-essential,C. albicans,0.4743775
Non-essential,C. albicans,0.645706
Non-essential,C. albicans,0.47555
Non-essential,C. albicans,0.3983345
Non-essential,C. albicans,0.561858
Non-essential,C. albicans,0.6816615
Non-essential,C. albicans,0.4844725
Non-essential,C. albicans,0.741741
Non-essential,C. albicans,0.521817
Non-essential,C. albicans,0.5354265
Non-essential,C. albicans,0.651029
Non-essential,C. albicans,0.492673
Non-essential,C. albicans,0.5716855
Non-essential,C. albicans,0.4957435
Non-essential,C. albicans,0.604942
Non-essential,C. albicans,0.429083
Non-essential,C. albicans,0.634396
Non-essential,C. albicans,0.542336
Non-essential,C. albicans,0.451351
Non-essential,C. albicans,0.594019
Non-essential,C. albicans,0.6074415
Non-essential,C. albicans,0.401012
Non-essential,C. albicans,0.472471
Non-essential,C. albicans,0.394034
Non-essential,C. albicans,0.550312
